"fdc_id","data_type","description","food_category_id","publication_date"
"1101244","survey_fndds_food","Cereal or granola bar, lowfat, NFS","","2020-10-30"
"1101245","survey_fndds_food","Cereal or granola bar, nonfat","","2020-10-30"
"1101246","survey_fndds_food","Cereal or granola bar, reduced sugar, NFS","","2020-10-30"
"1101247","survey_fndds_food","Cereal or granola bar, fruit and nut","","2020-10-30"
"1101248","survey_fndds_food","Cereal or granola bar, peanuts , oats, sugar, wheat germ","","2020-10-30"
"1101249","survey_fndds_food","Cereal or granola bar, chocolate coated, NFS","","2020-10-30"
"1101250","survey_fndds_food","Cereal or granola bar, with coconut, chocolate coated","","2020-10-30"
"1101251","survey_fndds_food","Cereal or granola bar with nuts, chocolate coated","","2020-10-30"
"1101252","survey_fndds_food","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","","2020-10-30"
"1101253","survey_fndds_food","Cereal or granola bar, coated with non-chocolate coating","","2020-10-30"
"1101254","survey_fndds_food","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","","2020-10-30"
"1101255","survey_fndds_food","Cereal or granola bar, with rice cereal","","2020-10-30"
"1101256","survey_fndds_food","Breakfast bar, NFS","","2020-10-30"
"1101257","survey_fndds_food","Breakfast bar, date, with yogurt coating","","2020-10-30"
"1101258","survey_fndds_food","Breakfast bar, cereal crust with fruit filling, lowfat","","2020-10-30"
"1101259","survey_fndds_food","Nutrition bar (Balance Original Bar)","","2020-10-30"
"1101260","survey_fndds_food","Nutrition bar (Clif Bar)","","2020-10-30"
"1101261","survey_fndds_food","Nutrition bar (Clif Kids Organic Zbar)","","2020-10-30"
"1101262","survey_fndds_food","Nutrition bar (PowerBar)","","2020-10-30"
"1101263","survey_fndds_food","Nutrition bar (Slim Fast Original Meal Bar)","","2020-10-30"
"1101264","survey_fndds_food","Nutrition bar (Snickers Marathon Protein Bar)","","2020-10-30"
"1101265","survey_fndds_food","Nutrition bar (South Beach Living Meal Bar)","","2020-10-30"
"1101266","survey_fndds_food","Nutrition bar (South Beach Living High Protein Bar)","","2020-10-30"
"1101267","survey_fndds_food","Nutrition bar (Tiger's Milk)","","2020-10-30"
"1101268","survey_fndds_food","Nutrition bar (Zone Perfect Classic Crunch)","","2020-10-30"
"1101269","survey_fndds_food","Nutrition bar or meal replacement bar, NFS","","2020-10-30"
"1101270","survey_fndds_food","Cereal bar with fruit filling, baby food","","2020-10-30"
"1101271","survey_fndds_food","Cookie, fruit, baby food","","2020-10-30"
"1101272","survey_fndds_food","Cookie, baby food","","2020-10-30"
"1101273","survey_fndds_food","Cookie, teething, baby","","2020-10-30"
"1101274","survey_fndds_food","Cookie, rice, baby","","2020-10-30"
"1101275","survey_fndds_food","Crackers, NFS","","2020-10-30"
"1101276","survey_fndds_food","Graham crackers","","2020-10-30"
"1101277","survey_fndds_food","Graham crackers (Teddy Grahams)","","2020-10-30"
"1101278","survey_fndds_food","Graham crackers, chocolate covered","","2020-10-30"
"1101279","survey_fndds_food","Crackers, oatmeal","","2020-10-30"
"1101280","survey_fndds_food","Crackers, Cuban","","2020-10-30"
"1101281","survey_fndds_food","Graham crackers, reduced fat","","2020-10-30"
"1101282","survey_fndds_food","Graham crackers, sandwich, with filling","","2020-10-30"
"1101283","survey_fndds_food","Crackers, breakfast biscuit","","2020-10-30"
"1101284","survey_fndds_food","Crackers, butter, reduced sodium","","2020-10-30"
"1101285","survey_fndds_food","Crackers, matzo, reduced sodium","","2020-10-30"
"1101286","survey_fndds_food","Crackers, saltine, reduced sodium","","2020-10-30"
"1101287","survey_fndds_food","Crackers, wheat, reduced sodium","","2020-10-30"
"1101288","survey_fndds_food","Crackers, woven wheat, reduced sodium","","2020-10-30"
"1101289","survey_fndds_food","Crackers, butter, plain","","2020-10-30"
"1101290","survey_fndds_food","Crackers, butter, flavored","","2020-10-30"
"1101291","survey_fndds_food","Crackers, butter (Ritz)","","2020-10-30"
"1101292","survey_fndds_food","Crackers, butter, reduced fat","","2020-10-30"
"1101293","survey_fndds_food","Crackers, cheese","","2020-10-30"
"1101294","survey_fndds_food","Crackers, cheese (Cheez-It)","","2020-10-30"
"1101295","survey_fndds_food","Crackers, cheese (Goldfish)","","2020-10-30"
"1101296","survey_fndds_food","Crackers, cheese, reduced fat","","2020-10-30"
"1101297","survey_fndds_food","Crackers, cheese, reduced sodium","","2020-10-30"
"1101298","survey_fndds_food","Crackers, cheese, whole grain","","2020-10-30"
"1101299","survey_fndds_food","Crackers, crispbread","","2020-10-30"
"1101300","survey_fndds_food","Crackers, flatbread","","2020-10-30"
"1101301","survey_fndds_food","Crackers, matzo","","2020-10-30"
"1101302","survey_fndds_food","Crackers, milk","","2020-10-30"
"1101303","survey_fndds_food","Crackers, oyster","","2020-10-30"
"1101304","survey_fndds_food","Chips, rice","","2020-10-30"
"1101305","survey_fndds_food","Rice cake","","2020-10-30"
"1101306","survey_fndds_food","Crackers, rice","","2020-10-30"
"1101307","survey_fndds_food","Crackers, rice and nuts","","2020-10-30"
"1101308","survey_fndds_food","Popcorn cake","","2020-10-30"
"1101309","survey_fndds_food","Rice paper","","2020-10-30"
"1101310","survey_fndds_food","Crackers, saltine","","2020-10-30"
"1101311","survey_fndds_food","Crackers, saltine, reduced fat","","2020-10-30"
"1101312","survey_fndds_food","Crackers, saltine, multigrain","","2020-10-30"
"1101313","survey_fndds_food","Crackers, multigrain","","2020-10-30"
"1101314","survey_fndds_food","Crackers, sandwich","","2020-10-30"
"1101315","survey_fndds_food","Crackers, sandwich, peanut butter filled","","2020-10-30"
"1101316","survey_fndds_food","Crackers, sandwich, peanut butter filled (Ritz)","","2020-10-30"
"1101317","survey_fndds_food","Crackers, sandwich, reduced fat, peanut butter filled","","2020-10-30"
"1101318","survey_fndds_food","Crackers, whole grain, sandwich, peanut butter filled","","2020-10-30"
"1101319","survey_fndds_food","Crackers, sandwich, cheese filled","","2020-10-30"
"1101320","survey_fndds_food","Crackers, sandwich, cheese filled (Ritz)","","2020-10-30"
"1101321","survey_fndds_food","Crackers, water","","2020-10-30"
"1101322","survey_fndds_food","Crackers, wonton","","2020-10-30"
"1101323","survey_fndds_food","Crackers, woven wheat","","2020-10-30"
"1101324","survey_fndds_food","Crackers, woven wheat, plain (Triscuit)","","2020-10-30"
"1101325","survey_fndds_food","Crackers, woven wheat, flavored (Triscuit)","","2020-10-30"
"1101326","survey_fndds_food","Crackers, woven wheat, reduced fat","","2020-10-30"
"1101327","survey_fndds_food","Crackers, wheat","","2020-10-30"
"1101328","survey_fndds_food","Crackers, wheat, plain (Wheat Thins)","","2020-10-30"
"1101329","survey_fndds_food","Crackers, wheat, flavored (Wheat Thins)","","2020-10-30"
"1101330","survey_fndds_food","Crackers, wheat, reduced fat","","2020-10-30"
"1101331","survey_fndds_food","Crackers, corn","","2020-10-30"
"1101332","survey_fndds_food","Crackers, gluten free, plain","","2020-10-30"
"1101333","survey_fndds_food","Crackers, gluten free, flavored","","2020-10-30"
"1101334","survey_fndds_food","Crackers, baby food","","2020-10-30"
"1101335","survey_fndds_food","Gerber Finger Foods, Puffs, baby food","","2020-10-30"
"1101336","survey_fndds_food","Finger Foods, Puffs, baby food","","2020-10-30"
"1101337","survey_fndds_food","Crunchy snacks, corn based, baby food","","2020-10-30"
"1101338","survey_fndds_food","Corn nuts","","2020-10-30"
"1101339","survey_fndds_food","Corn chips, plain","","2020-10-30"
"1101340","survey_fndds_food","Corn chips, flavored","","2020-10-30"
"1101341","survey_fndds_food","Corn chips, plain (Fritos)","","2020-10-30"
"1101342","survey_fndds_food","Corn chips, flavored (Fritos)","","2020-10-30"
"1101343","survey_fndds_food","Cheese flavored corn snacks","","2020-10-30"
"1101344","survey_fndds_food","Cheese flavored corn snacks, reduced fat","","2020-10-30"
"1101345","survey_fndds_food","Tortilla chips, plain","","2020-10-30"
"1101346","survey_fndds_food","Cheese flavored corn snacks (Cheetos)","","2020-10-30"
"1101347","survey_fndds_food","Tortilla chips, flavored","","2020-10-30"
"1101348","survey_fndds_food","Corn chips, reduced sodium","","2020-10-30"
"1101349","survey_fndds_food","Tortilla chips, popped","","2020-10-30"
"1101350","survey_fndds_food","Tortilla chips, nacho cheese flavor (Doritos)","","2020-10-30"
"1101351","survey_fndds_food","Tortilla chips, cool ranch flavor (Doritos)","","2020-10-30"
"1101352","survey_fndds_food","Tortilla chips, other flavors (Doritos)","","2020-10-30"
"1101353","survey_fndds_food","Tortilla chips, reduced fat, plain","","2020-10-30"
"1101354","survey_fndds_food","Tortilla chips, reduced fat, flavored","","2020-10-30"
"1101355","survey_fndds_food","Tortilla chips, low fat, unsalted","","2020-10-30"
"1101356","survey_fndds_food","Tortilla chips, reduced sodium","","2020-10-30"
"1101357","survey_fndds_food","Snack mix","","2020-10-30"
"1101358","survey_fndds_food","Potato chips, restructured, multigrain","","2020-10-30"
"1101359","survey_fndds_food","Pita chips","","2020-10-30"
"1101360","survey_fndds_food","Popcorn, NFS","","2020-10-30"
"1101361","survey_fndds_food","Popcorn, movie theater, with added butter","","2020-10-30"
"1101362","survey_fndds_food","Popcorn, movie theater, unbuttered","","2020-10-30"
"1101363","survey_fndds_food","Popcorn, air-popped, unbuttered","","2020-10-30"
"1101364","survey_fndds_food","Popcorn, air-popped, with added butter or margarine","","2020-10-30"
"1101365","survey_fndds_food","Popcorn, popped in oil, unbuttered","","2020-10-30"
"1101366","survey_fndds_food","Popcorn, popped in oil, with added butter or margarine","","2020-10-30"
"1101367","survey_fndds_food","Popcorn, microwave, NFS","","2020-10-30"
"1101368","survey_fndds_food","Popcorn, microwave, plain","","2020-10-30"
"1101369","survey_fndds_food","Popcorn, microwave, plain, light","","2020-10-30"
"1101370","survey_fndds_food","Popcorn, microwave, low sodium","","2020-10-30"
"1101371","survey_fndds_food","Popcorn, microwave, unsalted","","2020-10-30"
"1101372","survey_fndds_food","Popcorn, microwave, butter flavored","","2020-10-30"
"1101373","survey_fndds_food","Popcorn, microwave, butter flavored, light","","2020-10-30"
"1101374","survey_fndds_food","Popcorn, microwave, cheese flavored","","2020-10-30"
"1101375","survey_fndds_food","Popcorn, microwave, kettle corn","","2020-10-30"
"1101376","survey_fndds_food","Popcorn, microwave, kettle corn, light","","2020-10-30"
"1101377","survey_fndds_food","Popcorn, microwave, other flavored","","2020-10-30"
"1101378","survey_fndds_food","Popcorn, ready-to-eat packaged, NFS","","2020-10-30"
"1101379","survey_fndds_food","Popcorn, ready-to-eat packaged, plain","","2020-10-30"
"1101380","survey_fndds_food","Popcorn, ready-to-eat packaged, plain, light","","2020-10-30"
"1101381","survey_fndds_food","Popcorn, ready-to-eat packaged, low sodium","","2020-10-30"
"1101382","survey_fndds_food","Popcorn, ready-to-eat packaged, unsalted","","2020-10-30"
"1101383","survey_fndds_food","Popcorn, ready-to-eat packaged, butter flavored","","2020-10-30"
"1101384","survey_fndds_food","Popcorn, ready-to-eat packaged, butter flavored, light","","2020-10-30"
"1101385","survey_fndds_food","Popcorn, ready-to-eat packaged, cheese flavored","","2020-10-30"
"1101386","survey_fndds_food","Popcorn, ready-to-eat packaged, cheese flavored, light","","2020-10-30"
"1101387","survey_fndds_food","Popcorn, ready-to-eat-packaged, kettle corn","","2020-10-30"
"1101388","survey_fndds_food","Popcorn, ready-to-eat packaged, kettle corn, light","","2020-10-30"
"1101389","survey_fndds_food","Popcorn, ready-to-eat packaged, other flavored","","2020-10-30"
"1101390","survey_fndds_food","Popcorn, caramel coated","","2020-10-30"
"1101391","survey_fndds_food","Popcorn, caramel coated, with nuts","","2020-10-30"
"1101392","survey_fndds_food","Popcorn, chocolate coated","","2020-10-30"
"1101393","survey_fndds_food","Popcorn chips, plain","","2020-10-30"
"1101394","survey_fndds_food","Popcorn chips, other flavors","","2020-10-30"
"1101395","survey_fndds_food","Popcorn chips, sweet flavors","","2020-10-30"
"1101396","survey_fndds_food","Onion flavored rings","","2020-10-30"
"1101397","survey_fndds_food","Shrimp chips","","2020-10-30"
"1101398","survey_fndds_food","Pretzels, NFS","","2020-10-30"
"1101399","survey_fndds_food","Pretzels, hard, NFS","","2020-10-30"
"1101400","survey_fndds_food","Pretzels, hard, plain, salted","","2020-10-30"
"1101401","survey_fndds_food","Pretzels, hard, plain, lightly salted","","2020-10-30"
"1101402","survey_fndds_food","Pretzels, hard, plain, unsalted","","2020-10-30"
"1101403","survey_fndds_food","Pretzels, hard, flavored","","2020-10-30"
"1101404","survey_fndds_food","Pretzels, hard, multigrain","","2020-10-30"
"1101405","survey_fndds_food","Pretzels, hard, plain, gluten free","","2020-10-30"
"1101406","survey_fndds_food","Pretzels, hard, flavored, gluten free","","2020-10-30"
"1101407","survey_fndds_food","Pretzel, baby food","","2020-10-30"
"1101408","survey_fndds_food","Pretzel chips, hard, plain","","2020-10-30"
"1101409","survey_fndds_food","Pretzel chips, hard, flavored","","2020-10-30"
"1101410","survey_fndds_food","Pretzel chips, hard, gluten free","","2020-10-30"
"1101411","survey_fndds_food","Pretzels, hard, coated, NFS","","2020-10-30"
"1101412","survey_fndds_food","Pretzels, hard, chocolate coated","","2020-10-30"
"1101413","survey_fndds_food","Pretzels, hard, white chocolate coated","","2020-10-30"
"1101414","survey_fndds_food","Pretzels, hard, yogurt coated","","2020-10-30"
"1101415","survey_fndds_food","Pretzels, hard, coated, gluten free","","2020-10-30"
"1101416","survey_fndds_food","Pretzels, hard, filled, NFS","","2020-10-30"
"1101417","survey_fndds_food","Pretzels, hard, cheese filled","","2020-10-30"
"1101418","survey_fndds_food","Pretzels, hard, peanut butter filled","","2020-10-30"
"1101419","survey_fndds_food","Pretzels, soft, NFS","","2020-10-30"
"1101420","survey_fndds_food","Pretzels, soft, ready-to-eat, NFS","","2020-10-30"
"1101421","survey_fndds_food","Pretzels, soft, ready-to-eat, salted, buttered","","2020-10-30"
"1101422","survey_fndds_food","Pretzels, soft, ready-to-eat, unsalted, buttered","","2020-10-30"
"1101423","survey_fndds_food","Pretzels, soft, ready-to-eat, salted, no butter","","2020-10-30"
"1101424","survey_fndds_food","Pretzels, soft, ready-to-eat, unsalted, no butter","","2020-10-30"
"1101425","survey_fndds_food","Pretzels, soft, ready-to-eat, cinnamon sugar coated","","2020-10-30"
"1101426","survey_fndds_food","Pretzels, soft, ready-to-eat, coated or flavored","","2020-10-30"
"1101427","survey_fndds_food","Pretzels, soft, ready-to-eat, topped with meat","","2020-10-30"
"1101428","survey_fndds_food","Pretzels, soft, ready-to-eat, topped with cheese","","2020-10-30"
"1101429","survey_fndds_food","Pretzels, soft, from frozen, NFS","","2020-10-30"
"1101430","survey_fndds_food","Pretzels, soft, from frozen, salted","","2020-10-30"
"1101431","survey_fndds_food","Pretzels, soft, from frozen, unsalted","","2020-10-30"
"1101432","survey_fndds_food","Pretzels, soft, from frozen, cinnamon sugar coated","","2020-10-30"
"1101433","survey_fndds_food","Pretzels, soft, from frozen, coated or flavored","","2020-10-30"
"1101434","survey_fndds_food","Pretzels, soft, from frozen, topped with meat","","2020-10-30"
"1101435","survey_fndds_food","Pretzels, soft, from frozen, topped with cheese","","2020-10-30"
"1101436","survey_fndds_food","Pretzels, soft, filled with cheese","","2020-10-30"
"1101437","survey_fndds_food","Pretzels, soft, from school lunch","","2020-10-30"
